trial_id,label,phase,elapsed_ms,temp_c,humidity_pct,pressure_hpa,gas_ohm
orange_002,orange_peel,baseline,369,25.889,52.081,1017.34,480638
orange_002,orange_peel,baseline,1738,25.622,51.422,1017.35,428183
orange_002,orange_peel,baseline,3107,25.35,51.127,1017.36,414658
orange_002,orange_peel,baseline,4476,25.13,51.034,1017.37,407724
orange_002,orange_peel,baseline,5845,24.96,51.005,1017.37,406995
orange_002,orange_peel,baseline,7214,24.828,50.975,1017.36,407481
orange_002,orange_peel,baseline,8583,24.728,51.007,1017.37,408456
orange_002,orange_peel,baseline,9952,24.654,50.997,1017.37,406510
orange_002,orange_peel,baseline,11321,24.597,51.016,1017.38,408456
orange_002,orange_peel,baseline,12690,24.555,51.017,1017.37,406995
orange_002,orange_peel,baseline,14059,24.522,51.019,1017.37,407481
orange_002,orange_peel,baseline,15428,24.496,51.029,1017.37,408945
orange_002,orange_peel,baseline,16797,24.478,51.013,1017.37,410174
orange_002,orange_peel,baseline,18166,24.464,51.012,1017.37,409436
orange_002,orange_peel,baseline,19535,24.455,51.03,1017.37,410174
orange_002,orange_peel,baseline,20904,24.446,51.029,1017.36,411162
orange_002,orange_peel,baseline,22273,24.439,51.008,1017.36,409681
orange_002,orange_peel,baseline,23642,24.434,51.008,1017.36,410914
orange_002,orange_peel,baseline,25011,24.43,51.02,1017.36,411410
orange_002,orange_peel,baseline,26380,24.427,51.013,1017.36,410914
orange_002,orange_peel,baseline,27749,24.425,51.019,1017.35,410667
orange_002,orange_peel,baseline,29118,24.423,51.026,1017.36,412404
orange_002,orange_peel,baseline,30487,24.421,51.025,1017.37,411658
orange_002,orange_peel,baseline,31856,24.419,51.038,1017.37,410914
orange_002,orange_peel,baseline,33225,24.416,51.031,1017.36,411658
orange_002,orange_peel,baseline,34594,24.414,51.024,1017.37,411658
orange_002,orange_peel,baseline,35963,24.413,51.031,1017.37,410667
orange_002,orange_peel,baseline,37332,24.412,51.031,1017.36,410667
orange_002,orange_peel,baseline,38701,24.412,51.031,1017.37,411410
orange_002,orange_peel,baseline,40070,24.415,51.038,1017.37,411410
orange_002,orange_peel,baseline,41439,24.414,51.044,1017.36,412404
orange_002,orange_peel,baseline,42808,24.414,51.044,1017.36,410667
orange_002,orange_peel,baseline,44177,24.414,51.063,1017.36,410914
orange_002,orange_peel,baseline,45546,24.413,51.044,1017.36,411906
orange_002,orange_peel,baseline,46915,24.412,51.044,1017.36,410914
orange_002,orange_peel,baseline,48284,24.412,51.05,1017.36,410667
orange_002,orange_peel,baseline,49653,24.413,51.05,1017.37,412404
orange_002,orange_peel,baseline,51022,24.415,51.057,1017.36,413153
orange_002,orange_peel,baseline,52391,24.415,51.044,1017.36,409927
orange_002,orange_peel,baseline,53760,24.415,51.038,1017.36,411410
orange_002,orange_peel,baseline,55129,24.413,51.044,1017.36,411906
orange_002,orange_peel,baseline,56498,24.413,51.024,1017.36,411162
orange_002,orange_peel,baseline,57867,24.413,51.031,1017.36,413653
orange_002,orange_peel,baseline,59236,24.414,51.012,1017.36,413653
orange_002,orange_peel,baseline,60605,24.415,51.005,1017.36,411410
orange_002,orange_peel,baseline,61974,24.413,51.005,1017.36,411658
orange_002,orange_peel,baseline,63343,24.412,50.985,1017.37,411162
orange_002,orange_peel,baseline,64712,24.412,51.005,1017.37,411162
orange_002,orange_peel,baseline,66081,24.412,51.011,1017.37,412155
orange_002,orange_peel,baseline,67450,24.411,51.005,1017.37,412155
orange_002,orange_peel,baseline,68819,24.412,51.011,1017.37,411162
orange_002,orange_peel,baseline,70188,24.412,51.005,1017.37,410914
orange_002,orange_peel,baseline,71557,24.41,51.005,1017.37,412653
orange_002,orange_peel,baseline,72926,24.41,50.998,1017.36,410420
orange_002,orange_peel,baseline,74295,24.41,50.998,1017.36,411658
orange_002,orange_peel,baseline,75664,24.413,51.018,1017.35,413153
orange_002,orange_peel,baseline,77033,24.414,51.025,1017.35,411658
orange_002,orange_peel,baseline,78402,24.418,51.044,1017.35,410420
orange_002,orange_peel,baseline,79771,24.421,51.064,1017.35,408945
orange_002,orange_peel,baseline,81140,24.419,51.07,1017.36,412903
orange_002,orange_peel,baseline,82509,24.419,51.064,1017.35,412155
orange_002,orange_peel,baseline,83878,24.417,51.044,1017.35,413403
orange_002,orange_peel,baseline,85247,24.417,51.038,1017.35,411658
orange_002,orange_peel,baseline,86616,24.417,51.044,1017.36,412155
orange_002,orange_peel,baseline,87985,24.417,51.018,1017.35,411162
orange_002,orange_peel,baseline,89354,24.418,51.019,1017.35,413403
orange_002,orange_peel,baseline,90723,24.419,51.012,1017.35,409681
orange_002,orange_peel,baseline,92092,24.419,50.993,1017.35,412404
orange_002,orange_peel,baseline,93461,24.421,50.993,1017.35,412404
orange_002,orange_peel,baseline,94830,24.422,50.974,1017.37,409927
orange_002,orange_peel,baseline,96199,24.422,50.974,1017.37,410667
orange_002,orange_peel,baseline,97568,24.422,50.967,1017.37,411906
orange_002,orange_peel,baseline,98937,24.423,50.968,1017.36,409681
orange_002,orange_peel,baseline,100306,24.426,50.968,1017.35,411658
orange_002,orange_peel,baseline,101675,24.429,50.968,1017.35,412404
orange_002,orange_peel,baseline,103044,24.43,50.962,1017.36,411162
orange_002,orange_peel,baseline,104413,24.43,50.949,1017.36,412155
orange_002,orange_peel,baseline,105782,24.433,50.956,1017.36,411658
orange_002,orange_peel,baseline,107151,24.432,50.943,1017.36,409436
orange_002,orange_peel,baseline,108520,24.43,50.936,1017.36,410914
orange_002,orange_peel,baseline,109889,24.43,50.93,1017.36,412903
orange_002,orange_peel,exposure_transition,111258,24.431,50.93,1017.35,314496
orange_002,orange_peel,exposure_transition,112627,24.429,50.943,1017.35,304671
orange_002,orange_peel,exposure_transition,113996,24.429,50.943,1017.35,319500
orange_002,orange_peel,exposure_transition,115365,24.429,50.93,1017.36,334859
orange_002,orange_peel,exposure_transition,116734,24.429,50.923,1017.35,324976
orange_002,orange_peel,exposure_transition,118103,24.429,50.994,1017.36,250918
orange_002,orange_peel,exposure_transition,119472,24.43,51.111,1017.36,220880
orange_002,orange_peel,exposure,120841,24.428,51.156,1017.36,240997
orange_002,orange_peel,exposure,122210,24.427,51.129,1017.36,253528
orange_002,orange_peel,exposure,123579,24.427,51.117,1017.36,270827
orange_002,orange_peel,exposure,124948,24.425,51.097,1017.35,288450
orange_002,orange_peel,exposure,126317,24.423,51.071,1017.35,305216
orange_002,orange_peel,exposure,127686,24.422,51.038,1017.35,317420
orange_002,orange_peel,exposure,129055,24.42,51.012,1017.36,325285
orange_002,orange_peel,exposure,130424,24.417,51.006,1017.36,331928
orange_002,orange_peel,exposure,131793,24.416,50.98,1017.35,339185
orange_002,orange_peel,exposure,133162,24.415,50.973,1017.35,342589
orange_002,orange_peel,exposure,134531,24.415,50.973,1017.35,348536
orange_002,orange_peel,exposure,135900,24.414,50.953,1017.35,352860
orange_002,orange_peel,exposure,137269,24.415,50.96,1017.35,352860
orange_002,orange_peel,exposure,138638,24.417,50.973,1017.35,353225
orange_002,orange_peel,exposure,140007,24.417,50.98,1017.36,334531
orange_002,orange_peel,exposure,141376,24.417,50.98,1017.36,321608
orange_002,orange_peel,exposure,142745,24.416,50.986,1017.36,323743
orange_002,orange_peel,exposure,144114,24.418,51.006,1017.36,325907
orange_002,orange_peel,exposure,145483,24.42,51.064,1017.35,316537
orange_002,orange_peel,exposure,146852,24.422,51.148,1017.35,311057
orange_002,orange_peel,exposure,148221,24.425,51.213,1017.36,263103
orange_002,orange_peel,exposure,149590,24.428,51.272,1017.35,245858
orange_002,orange_peel,exposure,150959,24.429,51.285,1017.36,259503
orange_002,orange_peel,exposure,152328,24.43,51.285,1017.36,275416
orange_002,orange_peel,exposure,153697,24.432,51.318,1017.36,283420
orange_002,orange_peel,exposure,155066,24.433,51.48,1017.35,214225
orange_002,orange_peel,exposure,156435,24.434,51.694,1017.36,194455
orange_002,orange_peel,exposure,157804,24.433,51.979,1017.36,184040
orange_002,orange_peel,exposure,159173,24.432,52.187,1017.35,180345
orange_002,orange_peel,exposure,160542,24.433,52.779,1017.36,168255
orange_002,orange_peel,exposure,161911,24.432,53.688,1017.36,160652
orange_002,orange_peel,exposure,163280,24.428,54.719,1017.37,160200
orange_002,orange_peel,exposure,164649,24.424,55.609,1017.36,180345
orange_002,orange_peel,exposure,166018,24.42,55.794,1017.36,202651
orange_002,orange_peel,exposure,167387,24.417,55.714,1017.36,199105
orange_002,orange_peel,exposure,168756,24.414,55.681,1017.36,176978
orange_002,orange_peel,exposure,170125,24.411,55.72,1017.36,175342
orange_002,orange_peel,exposure,171494,24.408,55.766,1017.35,173913
orange_002,orange_peel,exposure,172863,24.404,55.852,1017.36,178272
orange_002,orange_peel,exposure,174232,24.4,55.818,1017.36,179964
orange_002,orange_peel,exposure,175601,24.399,55.891,1017.36,176978
orange_002,orange_peel,exposure,176970,24.395,55.897,1017.37,183842
orange_002,orange_peel,exposure,178339,24.392,55.671,1017.37,203862
orange_002,orange_peel,exposure,179708,24.389,55.228,1017.36,219742
orange_002,orange_peel,exposure,181077,24.387,54.891,1017.36,219037
orange_002,orange_peel,exposure,182446,24.383,54.614,1017.35,232463
orange_002,orange_peel,exposure,183815,24.38,54.317,1017.35,240658
orange_002,orange_peel,exposure,185184,24.378,54.08,1017.35,246213
orange_002,orange_peel,exposure,186553,24.377,53.929,1017.36,225401
orange_002,orange_peel,exposure,187922,24.375,54.1,1017.37,211177
orange_002,orange_peel,exposure,189291,24.372,54.283,1017.37,214630
orange_002,orange_peel,exposure,190660,24.37,54.289,1017.37,229493
orange_002,orange_peel,exposure,192029,24.368,54.105,1017.37,240658
orange_002,orange_peel,exposure,193398,24.368,54.04,1017.36,243057
orange_002,orange_peel,exposure,194767,24.368,54.118,1017.36,225998
orange_002,orange_peel,exposure,196136,24.365,54.197,1017.37,225104
orange_002,orange_peel,exposure,197505,24.361,54.177,1017.36,235510
orange_002,orange_peel,exposure,198874,24.357,54.117,1017.36,244274
orange_002,orange_peel,exposure,200243,24.354,53.972,1017.36,258520
orange_002,orange_peel,exposure,201612,24.351,53.769,1017.35,268907
orange_002,orange_peel,exposure,202981,24.348,53.604,1017.36,263510
orange_002,orange_peel,exposure,204350,24.345,53.421,1017.35,260294
orange_002,orange_peel,exposure,205719,24.343,53.165,1017.36,261691
orange_002,orange_peel,exposure,207088,24.341,52.897,1017.36,268484
orange_002,orange_peel,exposure,208457,24.34,52.676,1017.37,277431
orange_002,orange_peel,exposure,209826,24.34,52.513,1017.36,267014
orange_002,orange_peel,exposure,211195,24.339,52.519,1017.37,260294
orange_002,orange_peel,exposure,212564,24.337,52.584,1017.37,261691
orange_002,orange_peel,exposure,213933,24.335,52.668,1017.36,264121
orange_002,orange_peel,exposure,215302,24.334,52.642,1017.36,269544
orange_002,orange_peel,exposure,216671,24.335,52.551,1017.36,262093
orange_002,orange_peel,exposure,218040,24.332,52.694,1017.35,223629
orange_002,orange_peel,exposure,219409,24.33,52.785,1017.35,235024
orange_002,orange_peel,exposure,220778,24.327,52.674,1017.35,252403
orange_002,orange_peel,exposure,222147,24.325,52.608,1017.34,263306
orange_002,orange_peel,exposure,223516,24.323,52.628,1017.34,271906
orange_002,orange_peel,exposure,224885,24.323,52.556,1017.35,278336
orange_002,orange_peel,exposure,226254,24.321,52.484,1017.34,284602
orange_002,orange_peel,exposure,227623,24.318,52.367,1017.34,294930
orange_002,orange_peel,exposure,228992,24.321,52.211,1017.35,302243
orange_002,orange_peel,recovery,230361,24.322,52.101,1017.35,307415
orange_002,orange_peel,recovery,231730,24.323,51.977,1017.34,310773
orange_002,orange_peel,recovery,233099,24.328,51.894,1017.34,314786
orange_002,orange_peel,recovery,234468,24.332,51.849,1017.35,317716
orange_002,orange_peel,recovery,235837,24.338,51.798,1017.35,319500
orange_002,orange_peel,recovery,237206,24.341,51.746,1017.35,322215
orange_002,orange_peel,recovery,238575,24.343,51.695,1017.34,324667
orange_002,orange_peel,recovery,239944,24.349,51.644,1017.34,329048
orange_002,orange_peel,recovery,241313,24.356,51.645,1017.35,329048
orange_002,orange_peel,recovery,242682,24.36,51.606,1017.35,331284
orange_002,orange_peel,recovery,244051,24.364,51.581,1017.34,334859
orange_002,orange_peel,recovery,245420,24.368,51.536,1017.35,334531
orange_002,orange_peel,recovery,246789,24.373,51.517,1017.34,333876
orange_002,orange_peel,recovery,248158,24.378,51.498,1017.34,336178
orange_002,orange_peel,recovery,249527,24.38,51.473,1017.35,337174
orange_002,orange_peel,recovery,250896,24.383,51.434,1017.35,339522
orange_002,orange_peel,recovery,252265,24.385,51.383,1017.35,340538
orange_002,orange_peel,recovery,253634,24.387,51.351,1017.36,342933
orange_002,orange_peel,recovery,255003,24.389,51.319,1017.36,343278
orange_002,orange_peel,recovery,256372,24.391,51.306,1017.35,344317
orange_002,orange_peel,recovery,257741,24.394,51.261,1017.34,347826
orange_002,orange_peel,recovery,259110,24.397,51.248,1017.34,348536
orange_002,orange_peel,recovery,260479,24.399,51.216,1017.35,347826
orange_002,orange_peel,recovery,261848,24.4,51.204,1017.34,348892
orange_002,orange_peel,recovery,263217,24.402,51.159,1017.34,350684
orange_002,orange_peel,recovery,264586,24.403,51.159,1017.34,351045
orange_002,orange_peel,recovery,265955,24.403,51.126,1017.35,351045
orange_002,orange_peel,recovery,267324,24.402,51.094,1017.34,354693
orange_002,orange_peel,recovery,268693,24.402,51.088,1017.34,354325
orange_002,orange_peel,recovery,270062,24.402,51.062,1017.34,356918
orange_002,orange_peel,recovery,271431,24.401,51.036,1017.34,357292
orange_002,orange_peel,recovery,272800,24.401,51.023,1017.34,356173
orange_002,orange_peel,recovery,274169,24.402,51.01,1017.34,356545
orange_002,orange_peel,recovery,275538,24.401,51.016,1017.35,356918
orange_002,orange_peel,recovery,276907,24.4,51.003,1017.34,359172
orange_002,orange_peel,recovery,278276,24.4,50.997,1017.34,359929
orange_002,orange_peel,recovery,279645,24.398,50.958,1017.34,359929
orange_002,orange_peel,recovery,281014,24.399,50.964,1017.34,361454
orange_002,orange_peel,recovery,282383,24.398,50.964,1017.34,360690
orange_002,orange_peel,recovery,283752,24.398,50.964,1017.35,361454
orange_002,orange_peel,recovery,285121,24.399,50.958,1017.35,361071
orange_002,orange_peel,recovery,286490,24.399,50.945,1017.35,359929
orange_002,orange_peel,recovery,287859,24.4,50.952,1017.35,360690
orange_002,orange_peel,recovery,289228,24.401,50.939,1017.35,362606
orange_002,orange_peel,recovery,290597,24.4,50.932,1017.35,362606
orange_002,orange_peel,recovery,291966,24.398,50.926,1017.35,362991
orange_002,orange_peel,recovery,293335,24.396,50.912,1017.35,364153
orange_002,orange_peel,recovery,294704,24.396,50.919,1017.35,362991
orange_002,orange_peel,recovery,296073,24.395,50.893,1017.34,366499
orange_002,orange_peel,recovery,297442,24.393,50.906,1017.34,363765
orange_002,orange_peel,recovery,298811,24.391,50.905,1017.34,376055
orange_002,orange_peel,recovery,300180,24.39,50.905,1017.34,364542
orange_002,orange_peel,recovery,301549,24.389,50.892,1017.35,364542
orange_002,orange_peel,recovery,302918,24.387,50.885,1017.34,365322
orange_002,orange_peel,recovery,304287,24.387,50.892,1017.34,367288
orange_002,orange_peel,recovery,305656,24.388,50.898,1017.34,364932
orange_002,orange_peel,recovery,307025,24.387,50.898,1017.34,376263
orange_002,orange_peel,recovery,308394,24.385,50.898,1017.34,375848
orange_002,orange_peel,recovery,309763,24.382,50.865,1017.34,376263
orange_002,orange_peel,recovery,311132,24.38,50.872,1017.34,376470
orange_002,orange_peel,recovery,312501,24.378,50.884,1017.34,375848
orange_002,orange_peel,recovery,313870,24.378,50.891,1017.33,378558
orange_002,orange_peel,recovery,315239,24.377,50.897,1017.34,367288
orange_002,orange_peel,recovery,316608,24.377,50.897,1017.34,377511
orange_002,orange_peel,recovery,317977,24.375,50.91,1017.34,375641
orange_002,orange_peel,recovery,319346,24.373,50.896,1017.32,366499
orange_002,orange_peel,recovery,320715,24.372,50.903,1017.32,377094
orange_002,orange_peel,recovery,322084,24.371,50.909,1017.32,378978
orange_002,orange_peel,recovery,323453,24.37,50.903,1017.33,375435
orange_002,orange_peel,recovery,324822,24.368,50.902,1017.34,378348
orange_002,orange_peel,recovery,326191,24.366,50.902,1017.34,379399
orange_002,orange_peel,recovery,327560,24.365,50.902,1017.33,379610
orange_002,orange_peel,recovery,328929,24.363,50.902,1017.33,381094
orange_002,orange_peel,recovery,330298,24.363,50.902,1017.33,380033
